cntry,pspwght,gincdif,Y_support_redist,hincfel,T_subj_poor,hinctnta,agea,eduyrs,gndr,female,emplrel,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun
GR,0.4665083,3.0,0.0,3.0,1.0,5.0,48.0,12.0,1,0,2.0,2.0,2.0,5.0,2.0,5.0,6.0,5.0,4.0,3.0,3.0,6.0,4.0,2.0,5.0,3.0,5.0,,5.0,5.0,5.0,5.0
GR,0.9546237,2.0,1.0,1.0,0.0,,45.0,14.0,2,1,2.0,6.0,3.0,6.0,4.0,5.0,5.0,4.0,6.0,3.0,5.0,6.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,4.0,5.0
GR,1.502753,2.0,1.0,3.0,1.0,4.0,28.0,12.0,2,1,,5.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,2.0,4.0,5.0,4.0
GR,0.86816967,2.0,1.0,3.0,1.0,5.0,37.0,19.0,2,1,1.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,3.0,4.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,3.0,6.0
GR,0.21472163,1.0,1.0,1.0,0.0,,31.0,16.0,2,1,1.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0
GR,1.2049153,1.0,1.0,2.0,0.0,,37.0,17.0,1,0,2.0,5.0,2.0,6.0,4.0,6.0,2.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,6.0,2.0,3.0,2.0,5.0,5.0,6.0,5.0
GR,1.078359,3.0,0.0,2.0,0.0,,19.0,12.0,1,0,1.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,5.0,6.0,6.0
GR,2.0751204,1.0,1.0,3.0,1.0,8.0,28.0,14.0,1,0,1.0,4.0,2.0,4.0,6.0,3.0,3.0,2.0,,3.0,4.0,2.0,2.0,,,4.0,2.0,5.0,3.0,,4.0,
GR,1.135444,1.0,1.0,2.0,0.0,,23.0,12.0,2,1,,6.0,2.0,5.0,3.0,4.0,5.0,,2.0,3.0,6.0,6.0,4.0,4.0,5.0,6.0,6.0,2.0,5.0,6.0,4.0,6.0
GR,0.8103718,1.0,1.0,2.0,0.0,,62.0,,1,0,2.0,6.0,5.0,6.0,6.0,5.0,6.0,4.0,5.0,5.0,5.0,6.0,6.0,4.0,6.0,5.0,6.0,6.0,4.0,5.0,4.0,5.0
GR,0.85733545,1.0,1.0,3.0,1.0,1.0,,2.0,2,1,1.0,4.0,3.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0
GR,0.5018482,1.0,1.0,3.0,1.0,,,,2,1,,4.0,2.0,5.0,3.0,5.0,2.0,-1.0,-1.0,5.0,3.0,5.0,6.0,3.0,6.0,2.0,5.0,3.0,6.0,5.0,6.0,3.0
GR,0.43608478,1.0,1.0,4.0,1.0,,,16.0,2,1,2.0,-1.0,4.0,2.0,-1.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0
GR,1.3393672,1.0,1.0,2.0,0.0,,57.0,,2,1,,6.0,5.0,5.0,3.0,6.0,5.0,4.0,5.0,2.0,5.0,6.0,4.0,3.0,5.0,4.0,2.0,3.0,6.0,5.0,5.0,5.0
GR,0.62801373,1.0,1.0,1.0,0.0,5.0,48.0,15.0,1,0,1.0,5.0,2.0,2.0,5.0,4.0,4.0,5.0,2.0,5.0,2.0,4.0,5.0,3.0,4.0,3.0,5.0,6.0,2.0,5.0,2.0,4.0
GR,0.29477006,4.0,0.0,3.0,1.0,,62.0,12.0,2,1,,3.0,5.0,2.0,5.0,2.0,4.0,,4.0,6.0,3.0,3.0,4.0,,5.0,2.0,3.0,4.0,,5.0,2.0,4.0
GR,0.64407974,1.0,1.0,3.0,1.0,,33.0,17.0,2,1,2.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0
GR,0.41490448,1.0,1.0,4.0,1.0,4.0,25.0,10.0,1,0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0
GR,0.93457603,3.0,0.0,2.0,0.0,1.0,37.0,15.0,1,0,2.0,5.0,5.0,5.0,3.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,4.0,5.0,6.0,6.0,2.0,5.0
GR,0.30151945,2.0,1.0,2.0,0.0,,37.0,16.0,2,1,1.0,5.0,4.0,,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,6.0,,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0
GR,0.79480886,1.0,1.0,2.0,0.0,,60.0,16.0,2,1,,3.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0
GR,0.08386497,4.0,0.0,3.0,1.0,,43.0,16.0,2,1,1.0,4.0,2.0,5.0,4.0,4.0,3.0,2.0,,4.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,6.0,4.0,5.0
GR,1.0345966,1.0,1.0,2.0,0.0,4.0,45.0,12.0,2,1,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,4.0,4.0,4.0
GR,0.6969001,1.0,1.0,3.0,1.0,,,12.0,1,0,2.0,4.0,2.0,5.0,2.0,4.0,3.0,,6.0,5.0,4.0,2.0,6.0,,5.0,2.0,2.0,,5.0,6.0,5.0,6.0
GR,1.2523443,2.0,1.0,2.0,0.0,,72.0,9.0,2,1,,4.0,2.0,4.0,5.0,2.0,4.0,5.0,5.0,2.0,,4.0,2.0,,3.0,2.0,5.0,2.0,4.0,2.0,4.0,3.0
GR,0.8025774,3.0,0.0,3.0,1.0,,35.0,12.0,2,1,,2.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0,4.0,3.0,6.0,5.0,2.0,5.0,2.0,4.0,2.0,5.0,5.0,6.0,5.0
GR,4.000632,3.0,0.0,2.0,0.0,,31.0,12.0,1,0,1.0,5.0,4.0,5.0,4.0,6.0,5.0,4.0,5.0,4.0,6.0,6.0,6.0,3.0,5.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0
GR,0.6005184,2.0,1.0,3.0,1.0,5.0,47.0,16.0,1,0,1.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,6.0,2.0,4.0,3.0,2.0,5.0,4.0,3.0,5.0,5.0
GR,0.32009768,2.0,1.0,2.0,0.0,4.0,67.0,12.0,2,1,,5.0,3.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,6.0,3.0
GR,2.2128017,1.0,1.0,2.0,0.0,,21.0,12.0,1,0,3.0,6.0,,6.0,3.0,3.0,3.0,,5.0,5.0,,5.0,5.0,2.0,3.0,2.0,2.0,,4.0,5.0,2.0,3.0
GR,0.8575407,1.0,1.0,4.0,1.0,,25.0,12.0,2,1,1.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0
GR,0.6098745,2.0,1.0,2.0,0.0,,79.0,16.0,2,1,1.0,3.0,2.0,6.0,2.0,6.0,4.0,3.0,4.0,6.0,2.0,6.0,5.0,3.0,5.0,2.0,2.0,3.0,5.0,5.0,6.0,5.0
GR,0.50446314,2.0,1.0,1.0,0.0,9.0,34.0,18.0,2,1,1.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0
GR,0.8290474,1.0,1.0,2.0,0.0,,62.0,17.0,2,1,1.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0
GR,0.6466706,3.0,0.0,3.0,1.0,,50.0,12.0,2,1,,2.0,4.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,2.0,5.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0
GR,0.30151945,1.0,1.0,4.0,1.0,,35.0,12.0,2,1,,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,2.0,4.0,4.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,4.0
GR,2.1742902,2.0,1.0,3.0,1.0,,83.0,3.0,2,1,,5.0,4.0,5.0,3.0,5.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0
GR,0.29648137,2.0,1.0,2.0,0.0,8.0,36.0,18.0,1,0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
GR,0.9401473,2.0,1.0,4.0,1.0,,40.0,14.0,2,1,1.0,4.0,4.0,5.0,4.0,6.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0
GR,4.000632,2.0,1.0,2.0,0.0,,17.0,11.0,1,0,,5.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0
GR,1.4080154,1.0,1.0,3.0,1.0,,33.0,12.0,1,0,2.0,3.0,4.0,6.0,2.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,2.0,3.0,4.0,5.0,2.0,4.0,5.0,2.0,3.0,5.0
GR,0.9496272,1.0,1.0,3.0,1.0,8.0,68.0,9.0,2,1,,6.0,,5.0,,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,,6.0,6.0,4.0,,6.0,4.0,5.0,5.0
GR,1.1020968,1.0,1.0,1.0,0.0,,87.0,17.0,2,1,1.0,6.0,2.0,6.0,5.0,6.0,5.0,2.0,3.0,6.0,2.0,6.0,6.0,5.0,6.0,,5.0,5.0,6.0,6.0,6.0,2.0
GR,0.46307302,1.0,1.0,4.0,1.0,10.0,46.0,9.0,2,1,,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,6.0
GR,1.5515772,1.0,1.0,3.0,1.0,,28.0,16.0,1,0,1.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,4.0,6.0,5.0,3.0,5.0
GR,1.2367517,2.0,1.0,2.0,0.0,,50.0,12.0,2,1,,2.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,6.0,5.0,2.0,5.0,2.0,5.0,2.0,6.0,6.0,5.0,5.0
GR,0.36267266,1.0,1.0,1.0,0.0,5.0,70.0,22.0,1,0,1.0,5.0,,6.0,4.0,5.0,6.0,,6.0,6.0,6.0,2.0,6.0,6.0,4.0,2.0,6.0,6.0,6.0,4.0,6.0,6.0
GR,0.7035505,2.0,1.0,2.0,0.0,,,18.0,1,0,1.0,6.0,5.0,5.0,6.0,6.0,4.0,2.0,4.0,3.0,6.0,6.0,5.0,6.0,6.0,5.0,4.0,6.0,6.0,4.0,4.0,6.0
GR,0.71408427,1.0,1.0,4.0,1.0,,61.0,16.0,2,1,1.0,3.0,5.0,3.0,6.0,6.0,2.0,5.0,5.0,2.0,5.0,5.0,4.0,6.0,5.0,,5.0,6.0,5.0,4.0,6.0,3.0
GR,0.87899464,2.0,1.0,1.0,0.0,4.0,25.0,14.0,1,0,1.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0
GR,0.3610685,3.0,0.0,3.0,1.0,5.0,49.0,14.0,1,0,1.0,4.0,2.0,6.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,6.0,4.0,3.0,6.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0
GR,1.219749,3.0,0.0,1.0,0.0,,64.0,18.0,2,1,1.0,5.0,4.0,4.0,4.0,6.0,3.0,5.0,5.0,4.0,5.0,6.0,3.0,2.0,4.0,2.0,5.0,5.0,2.0,4.0,6.0,3.0
GR,0.4806995,1.0,1.0,4.0,1.0,4.0,45.0,12.0,2,1,1.0,6.0,3.0,6.0,3.0,6.0,6.0,2.0,3.0,5.0,5.0,6.0,6.0,4.0,6.0,4.0,5.0,4.0,6.0,5.0,6.0,5.0
GR,0.31952512,2.0,1.0,4.0,1.0,,76.0,12.0,2,1,,5.0,6.0,5.0,4.0,6.0,6.0,4.0,2.0,4.0,6.0,5.0,5.0,4.0,5.0,2.0,2.0,2.0,4.0,3.0,5.0,5.0
GR,0.61189955,1.0,1.0,4.0,1.0,,19.0,15.0,2,1,,6.0,6.0,6.0,5.0,6.0,6.0,,5.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0
GR,0.12900256,1.0,1.0,2.0,0.0,,39.0,12.0,2,1,1.0,6.0,2.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,2.0,6.0,2.0,6.0,6.0,6.0,6.0
GR,2.396071,2.0,1.0,2.0,0.0,5.0,33.0,14.0,1,0,1.0,5.0,4.0,4.0,2.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,6.0,5.0,3.0,2.0
GR,1.9200363,1.0,1.0,3.0,1.0,8.0,31.0,16.0,1,0,,5.0,3.0,6.0,3.0,5.0,6.0,2.0,5.0,,4.0,4.0,4.0,5.0,5.0,6.0,3.0,4.0,5.0,5.0,4.0,6.0
GR,0.37016356,2.0,1.0,2.0,0.0,5.0,38.0,13.0,1,0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
GR,2.2122662,2.0,1.0,4.0,1.0,3.0,,,2,1,,2.0,3.0,5.0,,6.0,5.0,4.0,5.0,4.0,3.0,6.0,5.0,,5.0,,5.0,3.0,5.0,4.0,5.0,6.0
GR,0.45270523,1.0,1.0,3.0,1.0,,29.0,17.0,2,1,1.0,6.0,3.0,6.0,3.0,6.0,4.0,5.0,2.0,2.0,4.0,6.0,5.0,5.0,5.0,4.0,2.0,,4.0,5.0,6.0,5.0
GR,0.7120536,1.0,1.0,3.0,1.0,,59.0,18.0,1,0,1.0,6.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,6.0,6.0,5.0,4.0,6.0,4.0,5.0,2.0,4.0,6.0,6.0,6.0
GR,2.3167362,2.0,1.0,2.0,0.0,,51.0,14.0,1,0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0
GR,0.42866772,1.0,1.0,4.0,1.0,,,2.0,2,1,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0
GR,0.46210334,2.0,1.0,3.0,1.0,4.0,71.0,9.0,2,1,,3.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,,3.0,5.0,3.0,4.0
GR,1.3393672,2.0,1.0,2.0,0.0,,67.0,12.0,2,1,1.0,5.0,4.0,4.0,5.0,3.0,5.0,2.0,3.0,4.0,5.0,6.0,5.0,4.0,6.0,5.0,2.0,,4.0,5.0,4.0,5.0
GR,0.50541806,1.0,1.0,3.0,1.0,,53.0,22.0,1,0,2.0,6.0,4.0,5.0,6.0,5.0,4.0,5.0,6.0,2.0,5.0,4.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,3.0,5.0
GR,0.31034687,1.0,1.0,4.0,1.0,,22.0,15.0,2,1,1.0,5.0,3.0,5.0,,6.0,4.0,5.0,2.0,5.0,6.0,5.0,5.0,6.0,4.0,6.0,6.0,2.0,6.0,4.0,3.0,6.0
GR,1.1471832,1.0,1.0,2.0,0.0,,48.0,17.0,1,0,1.0,5.0,3.0,5.0,6.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0
GR,0.4354103,1.0,1.0,2.0,0.0,,38.0,12.0,2,1,2.0,6.0,5.0,6.0,6.0,6.0,3.0,2.0,-1.0,2.0,2.0,5.0,3.0,4.0,5.0,2.0,5.0,6.0,5.0,6.0,5.0,5.0
GR,0.32132247,2.0,1.0,2.0,0.0,5.0,51.0,16.0,2,1,1.0,6.0,3.0,5.0,5.0,6.0,5.0,2.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,5.0,2.0,3.0,6.0
GR,0.47256196,2.0,1.0,3.0,1.0,5.0,40.0,12.0,2,1,,4.0,6.0,5.0,6.0,5.0,6.0,4.0,3.0,5.0,6.0,4.0,6.0,5.0,5.0,6.0,3.0,5.0,6.0,5.0,5.0,5.0
GR,0.9607072,2.0,1.0,3.0,1.0,4.0,50.0,14.0,2,1,1.0,3.0,3.0,6.0,3.0,6.0,2.0,2.0,2.0,5.0,2.0,4.0,6.0,3.0,6.0,2.0,3.0,3.0,6.0,6.0,6.0,3.0
GR,0.73865664,2.0,1.0,2.0,0.0,,62.0,9.0,2,1,,4.0,3.0,6.0,3.0,6.0,4.0,3.0,3.0,6.0,4.0,4.0,6.0,4.0,6.0,3.0,5.0,3.0,6.0,5.0,6.0,5.0
GR,1.0255233,2.0,1.0,1.0,0.0,8.0,36.0,16.0,2,1,2.0,5.0,2.0,4.0,5.0,2.0,4.0,5.0,2.0,4.0,5.0,4.0,5.0,2.0,2.0,,4.0,5.0,3.0,4.0,5.0,2.0
GR,0.7124098,1.0,1.0,3.0,1.0,,74.0,18.0,2,1,1.0,6.0,2.0,6.0,5.0,5.0,6.0,,,2.0,4.0,4.0,6.0,4.0,5.0,4.0,2.0,3.0,6.0,5.0,,5.0
GR,0.7998994,3.0,0.0,1.0,0.0,8.0,32.0,12.0,2,1,1.0,5.0,4.0,6.0,3.0,6.0,4.0,3.0,4.0,5.0,4.0,5.0,6.0,5.0,6.0,3.0,3.0,5.0,6.0,5.0,6.0,4.0
GR,0.30699944,5.0,0.0,2.0,0.0,3.0,,3.0,1,0,1.0,5.0,3.0,4.0,2.0,6.0,3.0,,2.0,5.0,5.0,2.0,2.0,5.0,6.0,3.0,4.0,6.0,6.0,4.0,3.0,5.0
GR,0.55346316,1.0,1.0,1.0,0.0,,52.0,12.0,1,0,2.0,5.0,4.0,6.0,5.0,6.0,5.0,4.0,4.0,3.0,6.0,6.0,5.0,6.0,5.0,3.0,2.0,6.0,5.0,6.0,6.0,6.0
GR,0.46373105,2.0,1.0,2.0,0.0,,39.0,16.0,1,0,1.0,5.0,3.0,4.0,5.0,5.0,3.0,2.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0
GR,1.3337578,1.0,1.0,3.0,1.0,,42.0,12.0,2,1,,3.0,3.0,6.0,5.0,5.0,3.0,4.0,5.0,6.0,3.0,4.0,6.0,2.0,5.0,4.0,6.0,3.0,5.0,5.0,6.0,4.0
GR,0.99859416,3.0,0.0,2.0,0.0,,41.0,16.0,2,1,1.0,6.0,6.0,5.0,6.0,5.0,6.0,3.0,6.0,3.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0
GR,1.8329967,2.0,1.0,2.0,0.0,4.0,86.0,,2,1,1.0,4.0,5.0,5.0,3.0,6.0,3.0,3.0,6.0,2.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,2.0,6.0,3.0
GR,0.9452085,1.0,1.0,3.0,1.0,,69.0,,1,0,2.0,3.0,,6.0,2.0,5.0,2.0,2.0,3.0,5.0,3.0,5.0,4.0,2.0,5.0,2.0,3.0,2.0,4.0,5.0,5.0,3.0
GR,1.7647042,1.0,1.0,4.0,1.0,,65.0,,2,1,1.0,6.0,2.0,6.0,6.0,6.0,3.0,5.0,5.0,5.0,2.0,4.0,5.0,2.0,4.0,,5.0,5.0,4.0,3.0,4.0,3.0
GR,0.8741724,1.0,1.0,3.0,1.0,,48.0,12.0,1,0,1.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,4.0,2.0,6.0,6.0,5.0,6.0,6.0,4.0,5.0,6.0,5.0,3.0,4.0,6.0
GR,1.3400265,2.0,1.0,2.0,0.0,5.0,18.0,12.0,2,1,,3.0,5.0,6.0,2.0,5.0,5.0,2.0,2.0,5.0,6.0,4.0,3.0,3.0,4.0,4.0,,2.0,4.0,6.0,2.0,5.0
GR,0.92312163,3.0,0.0,4.0,1.0,,61.0,12.0,1,0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0
GR,0.509016,2.0,1.0,2.0,0.0,,22.0,12.0,2,1,,3.0,5.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0
GR,0.79516673,2.0,1.0,1.0,0.0,8.0,49.0,14.0,2,1,1.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,,4.0,3.0
GR,1.3132646,1.0,1.0,3.0,1.0,,,12.0,2,1,1.0,4.0,2.0,5.0,4.0,6.0,4.0,3.0,5.0,4.0,2.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,6.0,5.0,4.0,4.0
GR,0.41896704,1.0,1.0,3.0,1.0,,35.0,15.0,1,0,1.0,5.0,2.0,5.0,2.0,6.0,4.0,2.0,5.0,5.0,4.0,6.0,5.0,4.0,6.0,4.0,,3.0,6.0,4.0,2.0,5.0
GR,0.70673776,1.0,1.0,3.0,1.0,,54.0,12.0,1,0,1.0,6.0,6.0,5.0,4.0,6.0,3.0,5.0,6.0,6.0,3.0,3.0,4.0,4.0,6.0,2.0,5.0,5.0,6.0,6.0,6.0,4.0
GR,0.85087585,1.0,1.0,3.0,1.0,4.0,75.0,,1,0,2.0,3.0,,4.0,2.0,4.0,3.0,4.0,6.0,6.0,3.0,3.0,5.0,-1.0,6.0,2.0,5.0,5.0,5.0,6.0,6.0,2.0
GR,0.118791305,2.0,1.0,4.0,1.0,3.0,35.0,12.0,2,1,1.0,5.0,2.0,4.0,2.0,4.0,5.0,4.0,5.0,2.0,4.0,5.0,2.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,5.0,2.0
GR,0.46087998,1.0,1.0,3.0,1.0,,38.0,16.0,2,1,1.0,5.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0
GR,0.68773896,1.0,1.0,3.0,1.0,,65.0,12.0,1,0,1.0,4.0,5.0,2.0,3.0,4.0,2.0,5.0,3.0,5.0,3.0,4.0,5.0,2.0,4.0,2.0,,6.0,3.0,4.0,4.0,4.0
GR,0.3829872,1.0,1.0,3.0,1.0,,51.0,18.0,2,1,,6.0,5.0,6.0,4.0,6.0,5.0,3.0,3.0,4.0,5.0,6.0,5.0,4.0,6.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0
GR,0.6005184,2.0,1.0,2.0,0.0,5.0,36.0,16.0,1,0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0
GR,0.59254485,1.0,1.0,2.0,0.0,,35.0,17.0,1,0,1.0,5.0,3.0,5.0,4.0,5.0,5.0,,4.0,5.0,4.0,6.0,5.0,4.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0,5.0
GR,0.8991611,3.0,0.0,2.0,0.0,,48.0,15.0,2,1,2.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,6.0
GR,0.7531869,1.0,1.0,2.0,0.0,5.0,38.0,12.0,2,1,,5.0,4.0,6.0,4.0,6.0,4.0,5.0,5.0,2.0,5.0,6.0,4.0,3.0,6.0,2.0,6.0,4.0,5.0,6.0,6.0,4.0
GR,0.43238455,2.0,1.0,1.0,0.0,9.0,40.0,40.0,1,0,1.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0
GR,0.6022535,1.0,1.0,3.0,1.0,5.0,58.0,9.0,1,0,2.0,4.0,5.0,5.0,4.0,6.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,4.0,6.0,,5.0,5.0,5.0,5.0,5.0,4.0
GR,0.73202246,3.0,0.0,2.0,0.0,,59.0,12.0,1,0,2.0,4.0,2.0,5.0,3.0,5.0,3.0,,4.0,,3.0,4.0,4.0,4.0,6.0,3.0,2.0,4.0,5.0,5.0,4.0,4.0
GR,1.4643816,1.0,1.0,3.0,1.0,,64.0,12.0,1,0,,3.0,4.0,5.0,3.0,6.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,2.0,,5.0,5.0,4.0,4.0
GR,0.7582148,1.0,1.0,3.0,1.0,8.0,35.0,15.0,1,0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,5.0,4.0,6.0,6.0,5.0,5.0,6.0,5.0,4.0,5.0,6.0,5.0,4.0,6.0
GR,2.2289567,3.0,0.0,3.0,1.0,3.0,47.0,12.0,1,0,1.0,5.0,2.0,6.0,3.0,6.0,3.0,2.0,5.0,3.0,2.0,5.0,6.0,2.0,6.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0
GR,0.34235913,1.0,1.0,3.0,1.0,,54.0,12.0,2,1,1.0,5.0,4.0,6.0,6.0,6.0,4.0,2.0,2.0,5.0,5.0,6.0,5.0,6.0,6.0,4.0,3.0,5.0,6.0,5.0,3.0,4.0
GR,0.92095405,2.0,1.0,3.0,1.0,3.0,57.0,12.0,2,1,1.0,4.0,2.0,6.0,,5.0,2.0,3.0,3.0,6.0,2.0,3.0,5.0,2.0,6.0,,5.0,2.0,5.0,6.0,4.0,2.0
GR,2.599114,2.0,1.0,2.0,0.0,2.0,68.0,5.0,2,1,2.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,5.0,4.0,5.0
